963 3728
600 599 100
600 601 100
600 631 100
601 570 100
601 600 100
601 602 100
601 632 100
602 571 100
602 601 100
602 603 100
602 633 99
603 572 100
603 602 100
603 604 100
603 634 99
604 573 100
604 603 100
604 605 100
604 635 100
605 574 100
605 604 100
605 606 99
605 636 99
606 575 100
606 605 99
606 607 99
606 637 100
607 576 100
607 606 99
607 608 100
607 638 99
608 577 100
608 607 100
608 609 100
608 639 99
609 578 100
609 608 100
609 610 99
609 640 100
610 579 100
610 609 99
610 611 85
610 641 100
611 580 100
611 610 85
611 612 39
611 642 99
612 581 100
612 611 39
612 613 5
612 643 98
613 582 99
613 612 5
613 614 4
613 644 97
614 583 99
614 613 4
614 615 44
614 645 98
615 584 100
615 614 44
615 616 96
615 646 99
616 585 100
616 615 96
616 617 100
616 647 100
617 586 100
617 616 100
617 618 100
617 648 100
618 587 100
618 617 100
618 619 100
618 649 100
619 588 100
619 618 100
619 650 100
620 589 99
620 621 99
620 651 100
621 590 100
621 620 99
621 622 100
621 652 99
622 591 100
622 621 100
622 623 99
622 653 99
623 592 100
623 622 99
623 624 99
623 654 99
624 593 100
624 623 99
624 625 100
624 655 99
625 594 100
625 624 100
625 626 100
625 656 99
626 595 100
626 625 100
626 627 100
626 657 99
627 596 100
627 626 100
627 628 100
627 658 99
628 597 100
628 627 100
628 629 100
628 659 99
629 598 100
629 628 100
629 630 99
629 660 99
630 599 99
630 629 99
630 631 99
630 661 99
631 600 100
631 630 99
631 632 100
631 662 99
632 601 100
632 631 100
632 633 99
632 663 99
633 602 99
633 632 99
633 634 100
633 664 99
634 603 99
634 633 100
634 635 99
634 665 99
635 604 100
635 634 99
635 636 99
635 666 99
636 605 99
636 635 99
636 637 100
636 667 99
637 606 100
637 636 100
637 638 100
637 668 99
638 607 99
638 637 100
638 639 100
638 669 99
639 608 99
639 638 100
639 640 99
639 670 99
640 609 100
640 639 99
640 641 99
640 671 99
641 610 100
641 640 99
641 642 80
641 672 98
642 611 99
642 641 80
642 643 34
642 673 97
643 612 98
643 642 34
643 644 4
643 674 93
644 613 97
644 643 4
644 645 5
644 675 91
645 614 98
645 644 5
645 646 52
645 676 98
646 615 99
646 645 52
646 647 98
646 677 99
647 616 100
647 646 98
647 648 100
647 678 100
648 617 100
648 647 100
648 649 100
648 679 100
649 618 100
649 648 100
649 650 100
649 680 100
650 619 100
650 649 100
650 681 100
651 620 100
651 652 100
651 682 99
652 621 99
652 651 100
652 653 99
652 683 99
653 622 99
653 652 99
653 654 100
653 684 98
654 623 99
654 653 100
654 655 100
654 685 97
655 624 99
655 654 100
655 656 99
655 686 96
656 625 99
656 655 99
656 657 99
656 687 93
657 626 99
657 656 99
657 658 100
657 688 92
658 627 99
658 657 100
658 659 99
658 689 91
659 628 99
659 658 99
659 660 100
659 690 91
660 629 99
660 659 100
660 661 99
660 691 89
661 630 99
661 660 99
661 662 100
661 692 91
662 631 99
662 661 100
662 663 100
662 693 89
663 632 99
663 662 100
663 664 99
663 694 86
664 633 99
664 663 99
664 665 100
664 695 86
665 634 99
665 664 100
665 666 99
665 696 86
666 635 99
666 665 99
666 667 99
666 697 85
667 636 99
667 666 99
667 668 100
667 698 86
668 637 99
668 667 100
668 669 99
668 699 86
669 638 99
669 668 99
669 670 100
669 700 86
670 639 99
670 669 100
670 671 100
670 701 89
671 640 99
671 670 100
671 672 98
671 702 88
672 641 98
672 671 98
672 673 76
672 703 83
673 642 97
673 672 76
673 674 27
673 704 80
674 643 93
674 673 27
674 675 4
674 705 74
675 644 91
675 674 4
675 676 8
675 706 81
676 645 98
676 675 8
676 677 60
676 707 96
677 646 99
677 676 60
677 678 99
677 708 99
678 647 100
678 677 99
678 679 100
678 709 100
679 648 100
679 678 100
679 680 100
679 710 100
680 649 100
680 679 100
680 681 100
680 711 100
681 650 100
681 680 100
681 712 100
682 651 99
682 683 99
682 713 93
683 652 99
683 682 99
683 684 99
683 714 86
684 653 98
684 683 99
684 685 99
684 715 78
685 654 97
685 684 99
685 686 99
685 716 68
686 655 96
686 685 99
686 687 99
686 717 58
687 656 93
687 686 99
687 688 100
687 718 54
688 657 92
688 687 100
688 689 99
688 719 48
689 658 91
689 688 99
689 690 99
689 720 46
690 659 91
690 689 99
690 691 99
690 721 46
691 660 89
691 690 99
691 692 100
691 722 44
692 661 91
692 691 100
692 693 99
692 723 41
693 662 89
693 692 99
693 694 99
693 724 41
694 663 86
694 693 99
694 695 99
694 725 41
695 664 86
695 694 99
695 696 100
695 726 37
696 665 86
696 695 100
696 697 100
696 727 34
697 666 85
697 696 100
697 698 100
697 728 35
698 667 86
698 697 100
698 699 100
698 729 37
699 668 86
699 698 100
699 700 99
699 730 41
700 669 86
700 699 99
700 701 99
700 731 39
701 670 89
701 700 99
701 702 99
701 732 41
702 671 88
702 701 99
702 703 96
702 733 42
703 672 83
703 702 96
703 704 72
703 734 37
704 673 80
704 703 72
704 705 23
704 735 32
705 674 74
705 704 23
705 706 5
705 736 39
706 675 81
706 705 5
706 707 18
706 737 72
707 676 96
707 706 18
707 708 74
707 738 93
708 677 99
708 707 74
708 709 99
708 739 99
709 678 100
709 708 99
709 710 100
709 740 100
710 679 100
710 709 100
710 711 100
710 741 100
711 680 100
711 710 100
711 712 100
711 742 100
712 681 100
712 711 100
712 743 100
713 682 93
713 714 96
713 744 76
714 683 86
714 713 96
714 715 96
714 745 56
715 684 78
715 714 96
715 716 98
715 746 35
716 685 68
716 715 98
716 717 98
716 747 23
717 686 58
717 716 98
717 718 98
717 748 17
718 687 54
718 717 98
718 719 99
718 749 13
719 688 48
719 718 99
719 720 99
719 750 11
720 689 46
720 719 99
720 721 99
720 751 8
721 690 46
721 720 99
721 722 99
721 752 7
722 691 44
722 721 99
722 723 99
722 753 7
723 692 41
723 722 99
723 724 99
723 754 7
724 693 41
724 723 99
724 725 99
724 755 7
725 694 41
725 724 99
725 726 99
725 756 6
726 695 37
726 725 99
726 727 99
726 757 6
727 696 34
727 726 99
727 728 99
727 758 7
728 697 35
728 727 99
728 729 99
728 759 6
729 698 37
729 728 99
729 730 99
729 760 6
730 699 41
730 729 99
730 731 100
730 761 6
731 700 39
731 730 100
731 732 99
731 762 6
732 701 41
732 731 99
732 733 100
732 763 6
733 702 42
733 732 100
733 734 93
733 764 5
734 703 37
734 733 93
734 735 66
734 765 6
735 704 32
735 734 66
735 736 29
735 766 11
736 705 39
736 735 29
736 737 18
736 767 23
737 706 72
737 736 18
737 738 37
737 768 62
738 707 93
738 737 37
738 739 91
738 769 95
739 708 99
739 738 91
739 740 99
739 770 99
740 709 100
740 739 99
740 741 100
740 771 100
741 710 100
741 740 100
741 742 100
741 772 100
742 711 100
742 741 100
742 743 100
742 773 100
743 712 100
743 742 100
743 774 100
744 713 76
744 745 83
744 775 32
745 714 56
745 744 83
745 746 81
745 776 17
746 715 35
746 745 81
746 747 89
746 777 11
747 716 23
747 746 89
747 748 93
747 778 7
748 717 17
748 747 93
748 749 94
748 779 5
749 718 13
749 748 94
749 750 98
749 780 4
750 719 11
750 749 98
750 751 98
750 781 3
751 720 8
751 750 98
751 752 99
751 782 4
752 721 7
752 751 99
752 753 99
752 783 4
753 722 7
753 752 99
753 754 99
753 784 4
754 723 7
754 753 99
754 755 99
754 785 4
755 724 7
755 754 99
755 756 99
755 786 3
756 725 6
756 755 99
756 757 99
756 787 4
757 726 6
757 756 99
757 758 99
757 788 5
758 727 7
758 757 99
758 759 100
758 789 5
759 728 6
759 758 100
759 760 99
759 790 5
760 729 6
760 759 99
760 761 99
760 791 5
761 730 6
761 760 99
761 762 99
761 792 4
762 731 6
762 761 99
762 763 99
762 793 4
763 732 6
763 762 99
763 764 99
763 794 4
764 733 5
764 763 99
764 765 95
764 795 4
765 734 6
765 764 95
765 766 80
765 796 5
766 735 11
766 765 80
766 767 50
766 797 13
767 736 23
767 766 50
767 768 54
767 798 39
768 737 62
768 767 54
768 769 76
768 799 80
769 738 95
769 768 76
769 770 98
769 800 98
770 739 99
770 769 98
770 771 100
770 801 100
771 740 100
771 770 100
771 772 100
771 802 100
772 741 100
772 771 100
772 773 100
772 803 100
773 742 100
773 772 100
773 774 100
773 804 100
774 743 100
774 773 100
774 805 100
775 744 32
775 776 62
775 806 13
776 745 17
776 775 62
776 777 70
776 807 10
777 746 11
777 776 70
777 778 78
777 808 8
778 747 7
778 777 78
778 779 88
778 809 11
779 748 5
779 778 88
779 780 93
779 810 14
780 749 4
780 779 93
780 781 95
780 811 19
781 750 3
781 780 95
781 782 99
781 812 26
782 751 4
782 781 99
782 783 99
782 813 27
783 752 4
783 782 99
783 784 99
783 814 30
784 753 4
784 783 99
784 785 99
784 815 32
785 754 4
785 784 99
785 786 99
785 816 35
786 755 3
786 785 99
786 787 100
786 817 37
787 756 4
787 786 100
787 788 99
787 818 37
788 757 5
788 787 99
788 789 99
788 819 37
789 758 5
789 788 99
789 790 100
789 820 39
790 759 5
790 789 100
790 791 100
790 821 39
791 760 5
791 790 100
791 792 100
791 822 39
792 761 4
792 791 100
792 793 99
792 823 41
793 762 4
793 792 99
793 794 99
793 824 39
794 763 4
794 793 99
794 795 99
794 825 35
795 764 4
795 794 99
795 796 98
795 826 41
796 765 5
796 795 98
796 797 97
796 827 52
797 766 13
797 796 97
797 798 86
797 828 62
798 767 39
798 797 86
798 799 92
798 829 85
799 768 80
799 798 92
799 800 97
799 830 97
800 769 98
800 799 97
800 801 99
800 831 99
801 770 100
801 800 99
801 802 100
801 832 100
802 771 100
802 801 100
802 803 100
802 833 100
803 772 100
803 802 100
803 804 100
803 834 100
804 773 100
804 803 100
804 805 100
804 835 100
805 774 100
805 804 100
805 836 100
806 775 13
806 807 54
806 837 14
807 776 10
807 806 54
807 808 64
807 838 21
808 777 8
808 807 64
808 809 85
808 839 41
809 778 11
809 808 85
809 810 93
809 840 62
810 779 14
810 809 93
810 811 98
810 841 72
811 780 19
811 810 98
811 812 99
811 842 83
812 781 26
812 811 99
812 813 99
812 843 89
813 782 27
813 812 99
813 814 99
813 844 93
814 783 30
814 813 99
814 815 99
814 845 93
815 784 32
815 814 99
815 816 99
815 846 94
816 785 35
816 815 99
816 817 99
816 847 95
817 786 37
817 816 99
817 818 100
817 848 96
818 787 37
818 817 100
818 819 99
818 849 95
819 788 37
819 818 99
819 820 100
819 850 97
820 789 39
820 819 100
820 821 100
820 851 97
821 790 39
821 820 100
821 822 100
821 852 96
822 791 39
822 821 100
822 823 99
822 853 96
823 792 41
823 822 99
823 824 100
823 854 95
824 793 39
824 823 100
824 825 100
824 855 95
825 794 35
825 824 100
825 826 100
825 856 95
826 795 41
826 825 100
826 827 100
826 857 95
827 796 52
827 826 100
827 828 99
827 858 96
828 797 62
828 827 99
828 829 99
828 859 98
829 798 85
829 828 99
829 830 99
829 860 99
830 799 97
830 829 99
830 831 99
830 861 99
831 800 99
831 830 99
831 832 100
831 862 100
832 801 100
832 831 100
832 833 100
832 863 100
833 802 100
833 832 100
833 834 100
833 864 100
834 803 100
834 833 100
834 835 100
834 865 100
835 804 100
835 834 100
835 836 100
835 866 100
836 805 100
836 835 100
836 867 100
837 806 14
837 838 66
837 868 42
838 807 21
838 837 66
838 839 88
838 869 78
839 808 41
839 838 88
839 840 98
839 870 91
840 809 62
840 839 98
840 841 98
840 871 96
841 810 72
841 840 98
841 842 100
841 872 99
842 811 83
842 841 100
842 843 100
842 873 99
843 812 89
843 842 100
843 844 100
843 874 99
844 813 93
844 843 100
844 845 99
844 875 99
845 814 93
845 844 99
845 846 100
845 876 99
846 815 94
846 845 100
846 847 100
846 877 99
847 816 95
847 846 100
847 848 100
847 878 99
848 817 96
848 847 100
848 849 99
848 879 99
849 818 95
849 848 99
849 850 99
849 880 100
850 819 97
850 849 99
850 851 100
850 881 99
851 820 97
851 850 100
851 852 99
851 882 99
852 821 96
852 851 99
852 853 100
852 883 100
853 822 96
853 852 100
853 854 100
853 884 100
854 823 95
854 853 100
854 855 100
854 885 100
855 824 95
855 854 100
855 856 100
855 886 100
856 825 95
856 855 100
856 857 100
856 887 99
857 826 95
857 856 100
857 858 99
857 888 99
858 827 96
858 857 99
858 859 100
858 889 99
859 828 98
859 858 100
859 860 99
859 890 99
860 829 99
860 859 99
860 861 100
860 891 100
861 830 99
861 860 100
861 862 100
861 892 100
862 831 100
862 861 100
862 863 100
862 893 100
863 832 100
863 862 100
863 864 100
863 894 100
864 833 100
864 863 100
864 865 100
864 895 100
865 834 100
865 864 100
865 866 100
865 896 100
866 835 100
866 865 100
866 867 100
866 897 100
867 836 100
867 866 100
867 898 100
868 837 42
868 869 95
868 899 91
869 838 78
869 868 95
869 870 97
869 900 96
870 839 91
870 869 97
870 871 99
870 901 99
871 840 96
871 870 99
871 872 99
871 902 100
872 841 99
872 871 99
872 873 99
872 903 99
873 842 99
873 872 99
873 874 100
873 904 100
874 843 99
874 873 100
874 875 100
874 905 100
875 844 99
875 874 100
875 876 100
875 906 100
876 845 99
876 875 100
876 877 100
876 907 100
877 846 99
877 876 100
877 878 100
877 908 100
878 847 99
878 877 100
878 879 100
878 909 100
879 848 99
879 878 100
879 880 100
879 910 100
880 849 100
880 879 100
880 881 100
880 911 100
881 850 99
881 880 100
881 882 100
881 912 100
882 851 99
882 881 100
882 883 100
882 913 100
883 852 100
883 882 100
883 884 100
883 914 100
884 853 100
884 883 100
884 885 100
884 915 100
885 854 100
885 884 100
885 886 100
885 916 100
886 855 100
886 885 100
886 887 99
886 917 100
887 856 99
887 886 99
887 888 100
887 918 99
888 857 99
888 887 100
888 889 99
888 919 99
889 858 99
889 888 99
889 890 100
889 920 100
890 859 99
890 889 100
890 891 100
890 921 100
891 860 100
891 890 100
891 892 100
891 922 100
892 861 100
892 891 100
892 893 100
892 923 100
893 862 100
893 892 100
893 894 100
893 924 100
894 863 100
894 893 100
894 895 100
894 925 100
895 864 100
895 894 100
895 896 100
895 926 100
896 865 100
896 895 100
896 897 100
896 927 100
897 866 100
897 896 100
897 898 100
897 928 100
898 867 100
898 897 100
898 929 100
899 868 91
899 900 99
899 930 99
900 869 96
900 899 99
900 901 100
900 931 99
901 870 99
901 900 100
901 902 100
901 932 100
902 871 100
902 901 100
902 903 100
902 933 100
903 872 99
903 902 100
903 904 100
903 934 100
904 873 100
904 903 100
904 905 100
904 935 100
905 874 100
905 904 100
905 906 100
905 936 100
906 875 100
906 905 100
906 907 100
906 937 100
907 876 100
907 906 100
907 908 100
907 938 100
908 877 100
908 907 100
908 909 100
908 939 99
909 878 100
909 908 100
909 910 100
909 940 99
910 879 100
910 909 100
910 911 100
910 941 100
911 880 100
911 910 100
911 912 100
911 942 100
912 881 100
912 911 100
912 913 100
912 943 100
913 882 100
913 912 100
913 914 100
913 944 100
914 883 100
914 913 100
914 915 100
914 945 100
915 884 100
915 914 100
915 916 100
915 946 100
916 885 100
916 915 100
916 917 100
916 947 100
917 886 100
917 916 100
917 918 100
917 948 99
918 887 99
918 917 100
918 919 100
918 949 100
919 888 99
919 918 100
919 920 100
919 950 100
920 889 100
920 919 100
920 921 100
920 951 99
921 890 100
921 920 100
921 922 100
921 952 99
922 891 100
922 921 100
922 923 100
922 953 100
923 892 100
923 922 100
923 924 100
923 954 100
924 893 100
924 923 100
924 925 100
924 955 100
925 894 100
925 924 100
925 926 100
925 956 100
926 895 100
926 925 100
926 927 100
926 957 100
927 896 100
927 926 100
927 928 100
927 958 100
928 897 100
928 927 100
928 929 100
928 959 100
928 962 100
929 898 100
929 928 100
929 960 100
929 962 100
930 899 99
930 931 99
931 900 99
931 930 99
931 932 99
932 901 100
932 931 99
932 933 100
933 902 100
933 932 100
933 934 100
934 903 100
934 933 100
934 935 100
935 904 100
935 934 100
935 936 100
936 905 100
936 935 100
936 937 100
937 906 100
937 936 100
937 938 100
938 907 100
938 937 100
938 939 99
939 908 99
939 938 99
939 940 100
940 909 99
940 939 100
940 941 99
941 910 100
941 940 99
941 942 100
942 911 100
942 941 100
942 943 100
943 912 100
943 942 100
943 944 100
944 913 100
944 943 100
944 945 100
945 914 100
945 944 100
945 946 100
946 915 100
946 945 100
946 947 100
947 916 100
947 946 100
947 948 99
948 917 99
948 947 99
948 949 99
949 918 100
949 948 99
949 950 100
950 919 100
950 949 100
950 951 99
951 920 99
951 950 99
951 952 100
952 921 99
952 951 100
952 953 99
953 922 100
953 952 99
953 954 100
954 923 100
954 953 100
954 955 100
955 924 100
955 954 100
955 956 100
956 925 100
956 955 100
956 957 100
957 926 100
957 956 100
957 958 100
958 927 100
958 957 100
958 959 100
959 928 100
959 958 100
959 960 100
959 962 100
960 929 100
960 959 100
961 1 100
961 31 100
961 32 100
961 33 100
961 63 100
